"COUNTY,N,4,2","CORRIDOR,N,6,2",Corridor,"C_LABEL,C,75","SEG_FROM,C,75","SEG_TO,C,75"
1,1,1001001,US 41 / Tamiami Trail / SR 45,Manatee / Hillsborough Co Line,SR 674 / College Ave
1,1,1001002,US 41 / Tamiami Trail / SR 45,SR 674 / College Ave,Big Bend Rd / CR 672
1,2,1002001,US 41 / SR 45,Big Bend Rd / CR 672,Gibsonton Dr
1,2,1002002,US 41 / SR 45,Gibsonton Dr,Madison Ave / CR 676A
1,2,1002003,US 41 / 50th St / SR 45,Madison Ave / CR 676A,Causeway Blvd / 22nd St / SR 676
1,3,1003001,US 41 / Nebraska Ave / SR 45,Busch Blvd / SR 580,Fowler Ave / SR 582
1,3,1003002,US 41 / Nebraska Ave / SR 45,Fowler Ave / SR 582,Fletcher Ave / SR 582A
1,3,1003003,US 41 / Nebraska Ave / SR 45,Fletcher Ave / SR 582A,Bearss Ave
1,4,1004001,US 41 / Nebraska Ave / SR 45,Bearss Ave,Florida Ave
1,4,1004002,US 41 / SR 45,Florida Ave,Crenshaw Lake Rd
1,4,1004003,US 41 / SR 45,Crenshaw Lake Rd,Debuel Rd
1,4,1004004,US 41 / SR 45,Debuel Rd,Sunset Ln / Co Hwy 583A
1,4,1004005,US 41 / SR 45,Sunset Ln / Co Hwy 583A,W Lutz Lake Fern Rd
1,4,1004006,US 41 / SR 45,W Lutz Lake Fern Rd,Hillsborough / Pasco Co Line
3,5,3005001,US 41 / SR 45,SR 54,Ehren Cutoff / CR 583
3,5,3005002,US 41 / SR 45,Ehren Cutoff / CR 583,SR 52
3,6,3006001,US 41 / SR 45,SR 52,Pasco / Hernando Co Line
4,7,4007001,US 41 / S Broad St / SR 45,Pasco / Hernando Co Line,Ayers Rd /  CR 576
4,7,4007002,US 41 / S Broad St / SR 45,Ayers Rd /  CR 576,Spring Hill Dr / CR 574
4,7,4007003,US 41 / S Broad St / SR 45,Spring Hill Dr / CR 574,SR 50 / Cortez Blvd
4,8,4008001,US 41 / S Broad St / SR 45,SR 50 / Cortez Blvd,US 98 / Ponce De Leon Blvd
4,8,4008002,US 41 / Broad St / Jefferson St,US 98 / Ponce De Leon Blvd,SR 50A / E Jefferson St / US 98
4,8,4008003,US 41 / N Broad St / SR 45,SR 50A / E Jefferson St / US 98,Howell Ave @ Yontz Rd / CR 485B
4,8,4008004,US 41 / N Broad St / SR 45,Howell Ave @ Yontz Rd / CR 485B,Snow Memorial Hwy / CR 581
4,8,4008005,US 41 / N Broad St / SR 45,Snow Memorial Hwy / CR 581,Hernando / Citrus Co Line
5,9,5009001,US 41,Hernando / Citrus Co Line,CR 48 / Orange Ave
5,9,5009002,US 41,CR 48 / Orange Ave,SR 44 / Gulf to Lake Hwy
5,9,5009003,US 41 / SR 44 / Gulf to Lake Hwy,SR 44 / Gulf to Lake Hwy,SR 44 @ Talmage Ave
5,9,5009004,US 41,SR 44 @ Talmage Ave,E Norvell Bryant Hwy / SR 486
5,9,5009005,US 41,E Norvell Bryant Hwy / SR 486,N Lecanto Hwy
5,9,5009006,US 41,N Lecanto Hwy,Citrus / Marion Co Line
1,10,1010001,I-4,I-275,21th St Exit
1,10,1010002,I-4,21th St Exit,40th St Exit
1,10,1010003,I-4,40th St Exit,50th St Exit
1,10,1010004,I-4,50th St Exit,E Martin Luther King Jr Blvd / SR 574 Exit
1,10,1010005,I-4,E Martin Luther King Jr Blvd / SR 574 Exit,US 301 Exit
1,10,1010006,I-4,US 301 Exit,I-75 Exit
1,11,1011001,I-4,I-75 Exit,Mango Rd Exit
1,11,1011002,I-4,Mango Rd Exit,McIntosh Rd Exit
1,11,1011003,I-4,McIntosh Rd Exit,Branch Forbes Rd Exit
1,11,1011004,I-4,Branch Forbes Rd Exit,Thonotosassa Rd Exit
1,11,1011005,I-4,Thonotosassa Rd Exit,Alexander St Exit
1,11,1011006,I-4,Alexander St Exit,SR 39 Exit / Wheeler St
1,11,1011007,I-4,SR 39 Exit / Wheeler St,Park Rd Exit
1,11,1011008,I-4,Park Rd Exit,Hillsborough / Polk Co Line
2,12,2012001,Gulf to Bay Blvd / SR 60 / Courtney Campbel,Memorial Causeway,N Ft. Harrison
2,12,2012002,Gulf to Bay Blvd / SR 60 / Courtney Campbel,N Ft. Harrison,S MLK Jr Ave
2,12,2012003,Gulf to Bay Blvd / SR 60 / Courtney Campbel,S MLK Jr Ave,Highland Ave
2,12,2012004,Gulf to Bay Blvd / SR 60 / Courtney Campbel,Highland Ave,Keene Road
2,12,2012005,Gulf to Bay Blvd / SR 60 / Courtney Campbel,Keene Road,Belcher Road
2,12,2012006,Gulf to Bay Blvd / SR 60 / Courtney Campbel,Belcher Road,US 19
2,12,2012007,Gulf to Bay Blvd / SR 60 / Courtney Campbel,US 19,McMullen-Booth Rd
2,12,2012008,Gulf to Bay Blvd / SR 60 / Courtney Campbel,McMullen-Booth Rd,Hillsborough/Pinellas CL
1,13,1013001,Courtney Campbell Cswy / SR 60,Pinellas / Hillsborough Co Line,Rocky Point
1,13,1013002,Courtney Campbell Cswy / SR 60,Rocky Point,Eisenhower Blvd / Veterans Expwy / SR 589
1,14,1014001,Memorial Hwy / SR 60,Kennedy Blvd / SR 60,Terminal Pkwy
1,14,1014002,Memorial Hwy / SR 60,Terminal Pkwy,Courtney Campbell Cswy / SR 60
1,15,1015001,Adamo Dr / SR 60,13th St / Channelside Dr,19th St
1,15,1015002,Adamo Dr / SR 60,19th St,39th St
1,15,1015003,Adamo Dr / SR 60,39th St,50th St
1,16,1016001,Adamo Dr / SR 60,50th St,78th St
1,16,1016002,Adamo Dr / SR 60,78th St,US 301
1,17,1017001,Adamo Dr / SR 60,US 301,I-75
1,18,1018001,Brandon Blvd,I-75,Lakewood Dr
1,18,1018002,Brandon Blvd,Lakewood Dr,Lithia Pinecrest Rd / CR 640
1,18,1018003,Brandon Blvd,Lithia Pinecrest Rd,Valrico Rd
1,18,1018004,Brandon Blvd,Valrico Rd,Dover Rd / Overstreet Hill Rd
1,18,1018005,Brandon Blvd,Dover Rd / Overstreet Hill Rd,Turkey Creek Rd
2,19,2019001,US 19,I-275,54th Ave S
2,19,2019002,US 19,54th Ave S,22nd Ave S / Lakeview
2,19,2019003,US 19,22nd Ave S / Lakeview,5th Ave S
2,19,2019004,US 19,5th Ave S,5th Ave N / US Alt 19 / SR 595
2,19,2019005,US 19,5th Ave N / US Alt 19 / SR 595,22nd Ave N
2,19,2019006,US 19,22nd Ave N,38th Ave N
2,19,2019007,US 19,38th Ave N,54th Ave N
2,19,2019008,US 19,54th Ave N,62nd Ave N
2,19,2019009,US 19,62nd Ave N,70th Ave
2,19,20190010,US 19,70th Ave / Haines Rd,Park Blvd / Gandy Blvd
2,20,2020001,US 19,Park Blvd / Gandy Blvd / 74th Ave,49th St / CR 611
2,20,2020002,US 19,49th St / CR 611,118th Ave N
2,20,2020003,US 19,118th Ave N,66th St
2,20,2020004,US 19,66th St,Whitney Rd
2,20,2020005,US 19,Whitney Rd,Belleair Rd
2,20,2020006,US 19,Belleair Rd,Druid Rd
2,21,2021001,US 19,Druid Rd,Drew St
2,21,2021002,US 19,Drew St,Coachman / SR 590
2,21,2021003,US 19,Coachman / SR 590,Sunset Pt
2,21,2021004,US 19,Sunset Pt,Enterprise Rd
2,21,2021005,US 19,Enterprise Rd,Countryside Blvd N
2,21,2021006,US 19,Countryside Blvd N,Main St / SR 580
2,21,2021007,US 19,Main St / SR 580,Curlew Rd
2,21,2021008,US 19,Curlew Rd,Tampa Rd / CR 752
2,21,2021009,US 19,Tampa Rd / CR 752,Nebraska Ave / US 41
2,21,2021010,US 19,Nebraska Ave / US 41,Alderman Rd
2,21,2021011,US 19,Alderman Rd,Klosterman Rd
2,21,2021012,US 19,Klosterman Rd,Tarpon Ave
2,21,2021013,US 19,Tarpon Ave,Live Oak St
2,21,2021014,US 19,Live Oak St,Pinellas / Pasco Co Line
3,21,3021015,US 19,Pinellas / Pasco Co Line,US 19 Alt
3,22,3022001,US 19,US 19 Alt,Darlington Rd
3,22,3022002,US 19,Darlington Rd,SR 54
3,22,3022003,US 19,SR 54,Trouble Creek Rd
3,22,3022004,US 19,Trouble Creek Rd,Main St
3,22,3022005,US 19,Main St,Ridge Rd
3,140,3140001,US 19,Hudson Ave,New York Ave
3,140,3140002,US 19,New York Ave,Aripeka Rd
3,140,3140003,US 19,Aripeka Rd,Pasco / Hernando Co Line
4,23,4023004,US 19,Pasco / Hernando Co Line,Spring Hill Dr / CR 574
4,23,4023005,US 19,Spring Hill Dr / CR 574,SR 50 / Cortez Blvd
4,23,4023006,US 19,SR 50 / Cortez Blvd,Centralia Rd
4,23,4023007,US 19,Centralia Rd,Hernando / Citrus Co Line
5,24,5024001,US 19,Hernando / Citrus Co Line,US 98 / Ponce De Leon Blvd
5,24,5024002,US 19,US 98 / Ponce De Leon Blvd,W Grover Cleveland Blvd
5,24,5024003,US 19,W Grover Cleveland Blvd,SR 44 / W Gulf to Lake Hwy
5,24,5024004,US 19,SR 44 / W Gulf to Lake Hwy,SR 488 / W Dunellon Rd
5,24,5024005,US 19,SR 488 / W Dunellon Rd,Citrus / Levy Co Line
1,25,1025001,Gandy Blvd,Pinellas / Hillsborough Co Line,Westshore Blvd / SR 587
1,25,1025002,Gandy Blvd,Westshore Blvd / SR 587,Manhattan Ave
1,25,1025003,Gandy Blvd,Manhattan Ave,Dale Mabry Hwy / SR 597
1,26,1026001,E Martin Luther King Jr Blvd / SR 574,I-275,Nebraska Ave / US 41 / SR 45
1,26,1026002,E Martin Luther King Jr Blvd / SR 574,Nebraska Ave / US 41 / SR 45,22nd St
1,26,1026003,E Martin Luther King Jr Blvd / SR 574,22nd St,40th St / US 41
1,26,1026004,E Martin Luther King Jr Blvd / SR 574,40th St / US 41,50th St / SR 583
1,26,1026005,E Martin Luther King Jr Blvd / SR 574,50th St / SR 583,I-4
1,27,1027001,E Martin Luther King Jr Blvd / SR 574,I-4,US 301
1,27,1027002,E Martin Luther King Jr Blvd / SR 574,US 301,I-75
1,28,1028001,E Martin Luther King Jr Blvd / SR 574,I-75,Mango Rd
1,28,1028002,E Martin Luther King Jr Blvd / SR 574,Mango Rd,Kingsway Rd
1,28,1028003,E Martin Luther King Jr Blvd / SR 574,Kingsway Rd,McIntosh Rd
1,28,1028004,E Martin Luther King Jr Blvd / SR 574,McIntosh Rd,Branch Forbes Rd
1,28,1028005,E Martin Luther King Jr Blvd / SR 574,Branch Forbes Rd,Sammonds Rd
1,28,1028006,W Reynolds Rd / SR 574,Sammonds Rd,Alexander St
1,29,1029001,US 92 / SR 574 / Reynolds Rd / Baker St,Alexander St,Wheeler Rd
1,29,1029002,US 92 / SR 574 / Reynolds Rd / Baker St,SR 553 / Park St,Hillsborough / Polk Co Line
1,29,1029003,US 92 / SR 574 / Reynolds Rd / Baker St,Wheeler Rd,SR 553 / Park St
2,30,2030001,4th St N,5th Ave N,22nd Ave N
2,30,2030002,4th St N,22nd Ave N,30th Ave N
2,30,2030003,4th St N,30th Ave N,38th Ave N
2,30,2030004,4th St N,38th Ave N,54th Ave N
2,30,2030005,4th St N,54th Ave N,62nd Ave N
2,30,2030006,4th St N,62nd Ave N,83rd Ave N
2,30,2030007,4th St N,83rd Ave N,Gandy Blvd
2,31,2031001,9th St N,5th Ave N,22nd Ave N
2,31,2031002,9th St N,22nd Ave N,30th Ave N
2,31,2031003,9th St N,30th Ave N,38th Ave N
2,31,2031004,9th St N,38th Ave N,54th Ave N
2,31,2031005,9th St N,54th Ave N,62nd Ave N
2,31,2031006,9th St N,62nd Ave N,83rd Ave N
2,31,2031007,9th St N,83rd Ave N,Gandy Blvd
2,31,2031008,9th St N,Gandy Blvd,I-275
2,32,2032001,Ulmerton Rd,Gulf Blvd,Indian Rocks Rd
2,32,2032002,Ulmerton Rd,Indian Rocks Rd,Walsingham Rd
2,32,2032003,Ulmerton Rd,Walsingham Rd,Ridge Rd
2,32,2032004,Ulmerton Rd,Ridge Rd,Seminole Blvd
2,32,2032005,Ulmerton Rd,Seminole Blvd,Starkey Rd
2,32,2032006,Ulmerton Rd,Starkey Rd,Belcher Rd
2,32,2032007,Ulmerton Rd,Belcher Rd,66th St / Hains Rd
2,32,2032008,Ulmerton Rd,66th St / Hains Rd,US 19
2,32,2032009,Ulmerton Rd,US 19,49th St
2,32,2032010,Ulmerton Rd,49th St,Roosevelt Blvd
2,32,2032011,Ulmerton Rd,Roosevelt Blvd,Roosevelt Blvd
2,32,2032012,Ulmerton Rd,Roosevelt Blvd,I-275
2,33,2033001,West Bay Dr,Indian Rocks Rd,Clearwater Largo Rd
2,33,2033002,East Bay Dr,Clearwater Largo Rd,Missouri Ave / Seminole Blvd
2,33,2033003,East Bay Dr,Missouri Ave / Seminole Blvd,Highland Ave
2,33,2033004,East Bay Dr,Highland Ave,Belcher Rd
2,33,2033005,East Bay Dr,Belcher Rd,US 19
2,33,2033006,Roosevelt Blvd,US 19,58th St
2,33,2033007,Roosevelt Blvd,58th St,49th St / CR 611
2,33,2033008,Roosevelt Blvd,49th St / CR 611,Ulmerton Rd
2,33,2033009,Roosevelt Blvd,Ulmerton Rd,28th St N
2,33,2033010,Roosevelt Blvd,28th St N,I-275
2,33,2033011,Roosevelt Blvd,I-275,9th St N / Martin Lurther King Jr St
2,33,2033012,Roosevelt Blvd,9th St N / Martin Lurther King Jr St,Gandy Blvd
2,34,2034001,Roosevelt Boulevard Ext (Pinellas Co),49th St Bridge (Bayside Bridge),CR 296 / 118th Ave N
2,35,2035001,US 19 Alt / 5th Ave N,US 19 / 34th St,49th St N
2,35,2035002,US 19 Alt / 5th Ave N,49th St N,58th St N
2,35,2035003,US 19 Alt / 59th St N,5th Ave N,9th Ave N
2,35,2035004,US 19 Alt / Tyrone Blvd,9th Ave N,66th St
2,35,2035005,US 19 Alt / Tyrone Blvd,66th St,Park St
2,35,2035006,US 19 Alt / Bay Pine,Park St,Seminole Blvd
2,35,2035007,US 19 Alt / 5th Ave N,58th St,59th St N / US Alt 19
2,36,2036001,Seminole,Bay Pines Blvd / Welch Cswy,Park Blvd / 74th St
2,36,2036002,Seminole,Park Blvd / 74th St,102nd Ave
2,36,2036003,Seminole,102nd Ave,Ulmerton Rd
2,36,2036004,Seminole,Ulmerton Rd,E Bay Dr
2,36,2036005,Missouri Ave,W Bay Dr,Ponce De Leon Blvd / Wyatt St
2,36,2036006,Missouri Ave,Ponce De Leon Blvd / Wyatt St,Lakeview
2,36,2036007,Missouri Ave,Lakeview,Druid Rd
2,36,2036008,Missouri Ave,Druid Rd,Court St
2,37,2037001,Myrtle Ave,Chestnut St,Drew St
2,37,2037002,Myrtle Ave,Drew St,Ft Harrison Ave
2,37,2037003,Edgewater Dr,Myrtle St,Union St
2,37,2037004,Edgewater Dr,Union St,Main St
2,37,2037005,Broadway / Bayshore Blvd,Main St,Skinner Blvd
2,37,2037006,Broadway / Bayshore Blvd,Skinner Blvd,San Christopher Dr / Wilson St
2,37,2037007,Broadway / Bayshore Blvd,San Christopher Dr / Wilson St,Michigan Blvd
2,37,2037008,Broadway / Bayshore Blvd,Michigan Blvd,Curlew Rd
2,37,2037009,Alt US 19,Curlew Rd,Tampa Rd / SR 580
2,37,2037010,Alt US 19,Tampa Rd,Nebraska Ave / US 41
2,37,2037011,Alt US 19,Nebraska Ave / US 41,Alderman Rd
2,37,2037012,Alt US 19,Alderman,Klosterman
2,37,2037013,S Pinellas Ave,Klosterman Rd,Martin Lurther King Jr Dr
2,37,2037014,S Pinellas Ave,Martin Lurther King Jr Dr,Tarpon Ave / Keystone Rd
2,37,2037015,N Pinellas Ave,Tarpon Ave / Keystone Rd,Live Oak St
2,37,2037016,N Pinellas Ave,Live Oak St,Pinellas / Pasco Co Line
3,37,3037017,US 19 Alt,New Anclote / Pinellas / Pasco Co Line,US 19
2,38,2038001,Starkey,Park Blvd / 74th St,Bryan Dairy Rd
2,38,2038002,Starkey,Bryan Dairy Rd,Ulmerton Rd
2,39,2039001,Keene / Starkey Rd,Ulmerton Rd,East Bay Dr
2,39,2039002,Keene,East Bay Dr,Belleair Rd
2,39,2039003,Keene,Belleair Rd,Sunset Pt Blvd
2,40,2040001,Belcher Rd,Park Blvd / 74th St,Bryan Dairy Rd
2,40,2040002,Belcher Rd,Bryan Dairy Rd,Ulmerton Rd
2,41,2041001,Belcher Rd,Ulmerton Rd,East Bay Dr
2,41,2041002,Belcher Rd,East Bay Dr,Belleair Rd
2,41,2041003,Belcher Rd,Belleair Rd,Sunset Pt Blvd
2,42,2042001,66th St N,54th Ave,Park Blvd / 74th St
2,42,2042002,66th St N,Park Blvd / 74th St,Bryan Dairy Rd
2,42,2042003,66th St N,Bryan Dairy Rd,Ulmerton Rd
3,43,3043001,Starkey Rd,Alico Pass,De Cubellis Rd
1,44,1044001,Hillsborough Ave / SR 580,Pinellas / Hillsborough Co Line,Countryway Blvd
1,44,1044002,Hillsborough Ave / SR 580,Countryway Blvd,Memorial Hwy / SR 60
1,45,1045001,Hillsborough Ave / SR 580,Memorial Hwy,Hanley Rd
1,45,1045002,Hillsborough Ave / SR 580,Hanley Rd,Eisenhower Blvd / Veterans Expwy / SR 589
1,45,1045003,Hillsborough Ave / SR 580,Eisenhower Blvd / Veterans Expwy / SR 589,Anderson Rd
1,45,1045004,Hillsborough Ave / SR 580,Anderson Rd,Dale Mabry Hwy / SR 597
2,46,2046001,Curlew Rd,Alt US 19,Omaha St Extension / Keene Rd / CR 1
2,46,2046002,Curlew Rd,Omaha St Extension / Keene Rd / CR 1,Belcher Rd
2,46,2046003,Curlew Rd,Belcher Rd,US 19
2,46,2046004,Curlew Rd,US 19,Countryside Blvd N
2,46,2046005,Curlew Rd,Countryside Blvd N,McMullen-Booth Rd
2,46,2046006,Curlew Rd,McMullen-Booth Rd,Tampa Rd / SR 580
2,46,2046007,Tampa Rd,Alt US 19,Omaha St Extension / Keene Rd / CR 1
2,46,2046008,Tampa Rd,Omaha St Extension / Keene Rd / CR 1,US 19
2,46,2046009,Tampa Rd,US 19,McMullen-Booth Rd
2,46,2046010,Tampa Rd,McMullen-Booth Rd,CR 580 / Curlew / Tampa Rd
2,46,2046011,Tampa Rd,Tampa Rd,Forest Lake Blvd N
2,46,2046012,Tampa Rd,Forest Lake Blvd N,Commerce Blvd
2,46,2046013,Tampa Rd,Commerce Blvd,St. Petersburg Dr
2,46,2046014,Tampa Rd,St Petersburg Dr,Race Track Rd
2,47,204708,I-275,I-375,22nd Ave
2,47,204709,I-275,22nd Ave,38th Ave N
2,47,2047001,I-275,Manatee / Pinellas Co Line,54th Ave S
2,47,2047002,I-275,54th Ave S,26th Ave S
2,47,2047003,I-275,26th Ave S,22nd Ave S
2,47,2047004,I-275,22nd Ave S,31st St S
2,47,2047005,I-275,31st St S,28th St S
2,47,2047006,I-275,28th St S,I-175
2,47,2047007,I-275,I-175,I-375
2,47,2047010,I-275,38th Ave N,54th Ave N
2,47,2047011,I-275,54th Ave N,Gandy Blvd
2,47,2047012,I-275,Gandy Blvd,Roosevelt Blvd
2,47,2047013,I-275,Roosevelt Blvd,9th St / Martin Luther King
2,47,2047014,I-275,9th St / Martin Lurther King,Ulmerton Rd
2,47,2047015,I-275,4th St,Pinellas / Hillsborough Co Line
1,48,1048001,I-275,Pinellas / Hillsborough Co Line,Kennedy Blvd / SR 60
1,48,1048002,I-275,Kennedy Blvd / SR 60,Memorial Hwy / SR 60
1,48,1048003,I-275,Memorial / SR 60,Westshore Blvd
1,48,1048004,I-275,Westshore Blvd,Dale Mabry Hwy / SR 597
1,48,1048005,I-275,Dale Mabry Hwy / SR 597,Howard Ave / Armenia Ave
1,48,1048006,I-275,Howard Ave / Armenia Ave,Ashley St
1,48,1048007,I-275,Ashley St,I-4
1,49,1049001,I-275,I-4,E Martin Luther King Jr Blvd / SR 574
1,49,1049002,I-275,E Martin Luther King Jr Blvd / SR 574,Hillsborough Ave / US 92
1,49,1049003,I-275,Hillsborough Ave / US 92,Sligh Ave
1,49,1049004,I-275,Sligh Ave,Bird St
1,49,1049005,I-275,Bird St,Busch Blvd
